"","Nazwa","dochody 2002","dochody 2003","dochody 2004","dochody 2005","dochody 2006","dochody 2007","dochody 2008","dochody 2009","dochody 2010","dochody 2011","dochody 2012","dochody 2013","dochody 2014","dochody 2015","dochody 2016","dochody 2017","dochody 2018","dochody 2019"
"551","Krosno Odrzańskie (3)",711,736,922,922,1007.94,1135.97,1393.71,1343.5,1432.7,1391.76,1739.02,1672.64,1727.22,1824.81,1917.7,2051.39,2230.68,2417.95
"552","Maszewo (2)",416,412,464,596,626.28,681.21,880.73,958.38,900.41,1087.97,1269.71,1329.71,2027.38,1330.56,1354.51,1777.14,2608.56,2391.08
"553","Bledzew (2)",772,791,828,899,1013.69,1042.86,1122.41,1188.88,980.45,1227.02,1450.26,1635.67,1497.15,1836.55,1623.77,1703.11,1696.08,1828.93
"554","Międzyrzecz (3)",807,801,916,1033,1144.35,1280.2,1383.53,1215.33,1432.64,1658.22,1669.49,1761.68,1880.4,1961.57,1927.14,2117.33,2259.4,2660.15
"555","Przytoczna (2)",666,636,705,870,870.02,1050.46,1213.19,1200.82,1427.7,1614.83,1532.75,1795.97,2060.44,2239.6,2202.41,2247.72,2377.85,2742.57
"556","Pszczew (2)",1374,1338,1402,1403,1355.16,1419.88,1810.51,1783.03,1667.39,2110.45,2572.43,2529.64,3221.78,2936.89,2665.65,2595.42,3034.27,2599.77
"557","Skwierzyna (3)",571,527,608,722,810.29,964.03,1033.65,1028.5,1063.36,1275.46,1355.58,1534.28,1633.94,1821.15,1865.91,1929.68,2109.97,2687.47
"558","Trzciel (3)",530,664,685,755,820.05,872.93,1139.93,984.15,1060.77,1077.13,1296.99,1208.15,1402.48,1633.11,1275.91,1389.35,1701.07,1622.33
"559","Nowa Sól (1)",743,598,844,883,992.92,1112.6,1228.44,1367.36,1271.68,1369.64,1391.67,1429.23,1555.39,1855.84,1833.2,2179.93,2132.35,3031.8
"560","Bytom Odrzański (3)",392,429,537,618,743.56,881.75,910.47,825.05,847.92,1043.94,1056.46,1298.93,1454.49,1385.11,1088.69,1292.4,1681.93,1576.07
"561","Kolsko (2)",444,447,433,515,516.29,678.4,842.69,863.33,929.22,1171.83,1877.85,1096.1,1134.35,1243.97,1137.27,1492.55,1374.1,1904.41
"562","Kożuchów (3)",533,542,580,675,701.39,750.15,883.12,1287.97,1292.64,1115.67,1100.38,1197.39,1245.63,1252.27,1262.08,1377.49,1471.71,1798.19
"563","Nowa Sól (2)",461,455,466,550,529.3,703.76,877.14,866.4,1012.99,990.52,1136.08,1238.55,1682.92,1562.47,1460.03,1491.03,1857.61,2173.12
"564","Nowe Miasteczko (3)",462,413,489,548,606.06,768.81,1099.5,973.43,1095.5,1255.82,1115.98,1322.62,1633.18,1603.65,1432.1,1433.83,1577.76,1806.53
"567","Siedlisko (2)",479,635,505,555,509.3,762.23,750.2,1316.55,711.48,1105.25,1068.67,904.24,1041.9,1048.58,976.6,1099.43,1173.01,1302.8
"568","Cybinka (3)",523,533,747,892,910.19,875.43,1058.39,1138.23,1040.46,1193.18,1225.42,1376.64,1506.61,1576.94,1587.9,1566.11,1885.58,2322.74
"569","Górzyca (2)",862,885,890,1020,1168.41,1441,1696.85,1384.8,1317.96,1413.13,1778.02,1940.49,1989.51,2086.04,1979.68,2295.8,2340.09,2455.82
"570","Ośno Lubuskie (3)",992,965,941,1092,1178.87,1467.51,1801.01,2211.03,1691.18,1800.76,1975.54,1905.02,2135.42,2322.73,2402.6,2485.23,2547.96,2670.77
"571","Rzepin (3)",659,790,948,1002,1191.41,1271.14,1604.04,1214.4,1312.29,1425.8,1524.05,1839.95,1768.29,1927.86,2033.38,2890.61,2502.68,2350.61
"572","Słubice (3)",1147,1106,1116,1465,1322.04,1415.21,1575.75,1595.71,1657.74,2074.34,1962.31,2035.99,2326.26,2411.21,2593.26,2932.15,3195.23,3446.89
"573","Dobiegniew (3)",610,471,591,650,788.52,906.51,1211.86,1032.73,1031.2,1439.57,1306.4,1621.05,1525.5,1538.2,1595.37,1746.43,1858.75,2093.61
"574","Drezdenko (3)",525,612,709,781,852.07,999.21,1114.47,1116.22,991.43,1145.28,1204.85,1322.47,2052,2241.12,2280.71,2545.42,2626.12,2974.19
"575","Stare Kurowo (2)",456,408,588,607,725.35,817.76,850.22,819.91,686.59,1097.09,1288.88,939.85,1145.08,1066.79,1256.77,1303.37,1535.32,1401.12
"576","Strzelce Krajeńskie (3)",529,554,618,661,770.18,942.9,1243.83,1056.37,1135.4,1049.94,1292.45,1493.92,1456.08,1431.89,1479.18,1535.23,1729.84,1813.98
"577","Zwierzyn (2)",371,383,463,556,564.48,649.37,868.25,778.2,727.36,2073.78,1166.44,1719.98,1491.24,1322.49,1323.2,1622.15,1782.21,1989.82
"578","Krzeszyce (2)",494,455,565,588,617.6,773.3,1009.99,986.46,870.96,898.74,1615.93,1301.41,1319.22,1647.6,1452.12,1445.61,1793.86,2153.94
"579","Lubniewice (3)",1135,1036,1118,1223,1541.38,1364.17,1474.61,1498.21,1634.61,1460.67,1938.59,2026.75,1941.18,1981.72,1840.75,2086.27,2340.9,2759.48
"580","Słońsk (2)",752,394,427,450,531.05,651.29,739.76,682,655.85,966.92,1195.08,1251.47,1695.52,1507.8,1433.97,1428.78,1722.46,2592.96
"581","Sulęcin (3)",716,750,867,1006,1096.51,1173.88,1379.36,1239.94,1361.25,1385.9,1662.21,1793.29,1753.47,2068.93,1953.89,2209.39,2236.05,2933.05
"582","Torzym (3)",609,568,660,692,1016.5,1026.38,1112.89,998.78,930.22,1119.27,1314.82,1714.29,1614.1,1759.11,1874.98,1726.74,1935.23,2042.57
"583","Lubrza (2)",685,725,855,999,942.75,1333.68,1798.87,1722.73,3870.07,4804.01,3033.38,2152.99,1954.69,2074.5,1754.16,1894.06,2561.05,2313.18
"584","Łagów (2)",624,629,746,848,992.75,1055.95,1189.94,1306.34,1291.01,1304.7,1333.87,1592.74,1685.13,1697.77,1829.95,1774.83,2155.29,2427.89
"585","Skąpe (2)",554,518,554,593,731.72,903.25,1178.93,1092.59,1094.74,1251.96,1554.67,1529.98,2616.88,2399.19,1843.06,1894.57,2224.57,2251.51
"586","Szczaniec (2)",538,504,517,581,597.5,702.95,827.8,814.66,862.79,786.86,1127.85,1552.6,1345.45,1387.5,1521.33,1601.9,1703.4,2219.07
"587","Świebodzin (3)",749,793,921,1003,1511.19,1611.65,1380.41,1288.32,1257.07,1486.49,1473.93,1815.12,1753.36,1924.49,1834.82,2069.01,2233.77,2345.44
"588","Zbąszynek (3)",468,513,648,848,883.62,871.29,1164.24,983.57,1039.73,1792.69,1983.65,2503.93,2590.66,2692.52,2755.24,2856.58,2930.09,3453.41
"589","Babimost (3)",585,752,792,939,893.63,1097.38,1408.89,1281.49,1665.51,2656.82,2071.09,2860.75,2663.21,2993,2522.96,2699.09,2910.54,3249.49
"590","Bojadła (2)",393,413,446,505,528.8,728.07,787.3,717.49,734.56,926.57,1355.9,1679.75,1588.73,2382.39,1374.38,1487.29,1471.89,2005.57
"591","Czerwieńsk (3)",509,612,858,756,1027.46,1034.42,1330.25,1310.63,1312.69,1562.47,1455.73,1566.37,1730.31,1725.75,1812.68,1819.28,2045.39,2316.12
"592","Kargowa (3)",559,545,631,718,919.82,1074.28,1169.77,1242.02,1080.08,1429.42,1419.39,1726.1,1496.81,1730.41,1742.57,1823.86,2187.88,2338.62
"593","Nowogród Bobrzański (3)",590,594,751,789,929.64,1085.28,1266.07,1154.06,1489.34,1258.14,1362.86,1478.21,1593.02,1627.63,1665.87,1697.91,1921.08,2162.42
"594","Sulechów (3)",763,811,953,974,1161.13,1236.76,1692.12,1334.92,1461.52,1434.64,1516.07,1695.46,1745.69,1841.76,1801.69,2190.97,2418.95,2285.77
"595","Świdnica (2)",608,726,763,993,1171.71,1512.54,1715.76,1760.31,1542.96,2017.82,1690.59,1978.33,2149.5,2411.77,2468.4,2642.09,2995.29,3277.73
"596","Trzebiechów (2)",378,483,488,601,724,737.61,957.35,902.14,943.31,1247.56,1486.49,1064.38,1365.99,1787.5,1303.61,1651.75,2375.62,2679.17
"597","Zabór (2)",663,768,825,880,1025.18,945.72,1524.82,1277.8,1320.66,1415.55,1506.06,1706.85,2046.86,1992.66,1800.94,2363.71,2592.56,3115.87
"599","Gozdnica (1)",669,926,832,854,900.5,965.29,1135.31,1048.35,1356.08,1082.5,1162.74,1371.97,1524.03,1792.76,1661.43,1860.2,1914.24,2264.19
"600","Żagań (1)",642,728,916,1051,1046.78,1133.69,1241.64,1209.09,1336.5,1536.23,1647.5,1815.77,1650.94,1785.4,1838.89,2035.63,2143.14,2358.81
"601","Brzeźnica (2)",390,436,429,447,462.81,535.64,665.82,667.18,669.26,949.38,1036.68,1273.63,1316.18,1456.91,1284.77,1275.93,1399.72,1457.86
"602","Iłowa (3)",757,580,758,824,947.91,915.99,1042.54,1084.56,1044.95,1133.25,1343.51,1711.94,1741.41,1485.55,1452.61,1667.66,2956.19,3201.54
"603","Małomice (3)",390,411,493,537,542.51,598.9,911.95,637.47,636.18,741.76,886.04,857.57,1154.86,1081.43,1146.37,1219.86,1272.63,1528.19
"604","Niegosławice (2)",469,441,476,545,615.9,683.02,792.24,867.95,905.92,925,1504.86,1117.31,1436.24,1428.5,1141.88,2367.21,2247.57,1911.38
"605","Szprotawa (3)",564,523,614,715,877.56,1104.46,1090.98,1094.1,1128.73,1307.51,1314.22,1611.67,1898.24,1990.4,1833.51,1819.82,1851.27,2018.7
"606","Wymiarki (2)",569,483,513,591,653.6,751.3,809.6,746.01,841.55,1893.55,1298.03,2922.73,1968.33,2306.61,1538.48,1681.72,1955.38,2216.55
"607","Żagań (2)",623,579,1314,776,1218.43,1034.44,1181.99,1134.8,1359.97,1174.06,1223.09,2072.69,1955.15,2141.7,1846.3,1834.92,1900.56,2221.09
"608","Łęknica (1)",2373,2374,2558,2598,2649.64,2504.01,2946.75,2553.09,2469.95,2423.7,2599.86,2712.66,2749.08,2876.97,2808.2,2993.17,3202.75,3866.07
"609","Żary (1)",751,811,997,1061,1299.07,1772.44,1536.8,1501.75,1605.9,1915.31,1846.32,1859.11,2223.44,2227.86,2243.06,2399.75,2508.42,2816.86
"610","Brody (2)",544,556,586,673,711.55,969.7,1108.72,859.45,792.59,908.53,1100.13,1165.13,1330.71,1558.02,1646.68,1709.48,1896.8,1972.68
"611","Jasień (3)",405,501,612,786,757.4,850.61,894.39,848.2,845.05,1214.77,1218.51,1172.51,1285.63,1325.1,1473.22,1536.46,1738.89,2084.67
"612","Lipinki Łużyckie (2)",583,428,701,714,675.71,773.77,996.53,757.14,702.05,849.67,862.4,1195.3,1244.59,1331.85,1209.72,1325.24,1520.16,1511.24
"613","Lubsko (3)",566,471,552,594,631.39,770.76,954.45,858.21,903.87,1075.55,1220.6,1702.45,1758.23,1705.07,1606.76,1711.24,1728.25,1937.59
"614","Przewóz (2)",938,1008,787,851,950.29,1151.52,1337.18,1454.86,1381.19,1420.59,1610.92,1656.15,1580.87,1640.29,1593.36,1621,1877.52,1942.63
"615","Trzebiel (2)",478,448,583,655,624.94,689.62,871.34,810.25,1035.89,893.74,1054.6,1267.91,1510.49,1399.19,1256.68,1409.04,1437.69,2165.3
"616","Tuplice (2)",428,471,452,622,609.5,654.24,730.84,821.86,699.19,718.1,823.03,936.52,1267.83,1456.05,1399.76,1484.37,1687.35,1978.42
"617","Żary (2)",649,499,667,689,726.98,1066.66,1148.25,1120.95,958.16,911.58,1244.88,1433.67,1636.76,1668.23,1829,2156.94,2114.15,2283.13
"618","Sława (3)",698,659,822,907,808.74,991.21,1362.05,1285.92,1207.47,1317.28,1444.47,1406.34,1568.61,1674.16,1854.77,1974.9,2203.45,2253.29
"619","Szlichtyngowa (3)",544,552,635,695,672.68,828.12,1056.98,908.11,752.32,996.88,931.31,1203.59,1117.62,1276.18,1341.59,1613.68,1489.3,1628.97
"620","Wschowa (3)",519,487,598,663,821.46,956.98,991.66,1263.68,1118.79,1138.29,1131.83,1288.65,1307.43,1329.07,1306.42,1401,1491.05,1606.52
"621","Gorzów Wielkopolski (1)",912,951,1037,1336,1309.41,1853.49,1767.81,1643.08,1668.9,1708,1784.66,2090.85,2194.88,2370.91,2608.73,2653.66,2851.77,3040.52
"622","Zielona Góra (1)",1009,916,1187,1367,1569.37,1963.51,2122,1922.33,2097.52,2259.94,2284.16,2374.81,2489.44,2667.78,2859.73,3358.51,3667.71,3843.49
"623","Bełchatów (1)",848,793,1027,921,1233.16,1255.55,1612.46,1315.04,1507.29,1511.38,1559.83,1744.53,2031.85,2147.9,2181.01,2323.6,2509.82,2547.1
"624","Bełchatów (2)",909,942,903,994,1083.06,1350.68,1385.33,1325.57,1783.17,1672.94,1815.4,1962.94,2196.53,2280.36,2206.24,2374.1,2484.31,2825.33
"625","Drużbice (2)",515,487,629,560,540.99,632.78,705.52,654.27,889.32,857.03,996.4,1067.76,1144.81,1243.19,1221.5,1289.93,1470.92,1778.69
"626","Kleszczów (2)",38354,33800,35058,33982,33769.81,33982.27,36652.28,36073.26,47122.53,43288.11,50295.36,44392.11,47173.41,48020.15,45340.71,43781.75,39888.96,41371.91
"627","Kluki (2)",673,668,704,667,712.09,951.49,1063.6,1128.99,1118.78,1132.07,1194.61,1366.8,1427.49,1578.26,1730.16,1927.59,1913.47,2278.15
"628","Rusiec (2)",379,429,480,703,736.84,870.02,1102.57,917,1245.82,1253.72,1355.46,1463.29,1713.04,1557.71,1747.35,2264.05,2020.75,1955.42
"629","Szczerców (2)",999,1084,1238,1361,1663.54,1958.28,2063.4,2223.86,3370.22,3881.14,3652.09,4010.8,3778.02,3587.7,4119.21,5454.06,5299.74,6140.44
"630","Zelów (3)",456,454,472,513,619.34,700,876.32,792.44,834.41,871.34,938.19,994.07,1190.05,1201.12,1254.89,1334.21,1404.03,1696.12
"631","Kutno (1)",805,839,993,1095,1124.2,1456.06,1630.78,1495.89,1655.82,1780.83,1805.81,2008.33,2254.24,2356.13,2466.57,2494.18,2713.42,2829.45
"632","Bedlno (2)",403,423,446,487,544.31,568.42,696.1,752.62,809.07,821.13,882.58,1097.08,990.18,1068.35,1193.09,1360.71,1744.48,1521.22
"633","Dąbrowice (2)",466,507,507,531,596.41,647.6,759.35,659.09,802.57,682.46,1082.82,917.74,1104.57,1629.34,1806.46,2839.83,2137.84,2259.62
"634","Krośniewice (3)",539,562,806,891,1208.41,1001.57,945.78,933.43,1645.82,1361.01,1488.79,1512.83,1561.85,1529.28,1548.82,1558.85,1665.41,1791.4
"635","Krzyżanów (2)",539,463,498,517,566.22,671.22,919.46,776.98,1141.08,950.45,1454.08,1331.4,1732.1,1816.11,2032.7,2108.86,2214.94,3137.99
"636","Kutno (2)",473,472,567,620,646.3,766.14,945.07,927.24,914.28,953.56,1062.51,1236.66,1460.38,1306.68,1472.97,1528.36,1662.22,1824.87
"637","Łanięta (2)",393,468,458,508,578.3,650.94,898.22,699.06,692.67,1158.52,1229.17,1384.4,958.69,1099.32,1356.59,1125.69,1216.48,1406.48
"638","Nowe Ostrowy (2)",574,619,700,745,818.76,887.27,1202.12,1089.7,1346.13,1632.62,2758.12,1805.23,1850.06,2608.61,1712.14,1976.73,1746.64,2144.98
"639","Oporów (2)",369,351,425,458,455.85,601.32,666.66,589.93,571.36,690.16,808.71,1000.7,1275.14,1350.92,1157.65,1192.7,1353.81,2009.64
"640","Strzelce (2)",423,449,472,491,512.49,596.87,844.4,821.22,830.4,961.23,957.29,1005.57,1092.76,1122.45,1395.15,1474.64,1535.34,1911.85
"641","Żychlin (3)",641,656,697,723,785.08,910.74,984.07,987.04,966.57,1127.62,1387.87,1442.92,1464.07,1531.7,1626.63,1650.31,1720.48,1840.74
"642","Buczek (2)",425,520,636,831,877.37,1032.76,1301.13,1366.79,2919.51,1798.79,2154.22,1842.34,1783.35,1933.03,2345.43,1973.73,2216.87,2528.72
"643","Łask (3)",514,541,643,747,777.97,992.75,1130.5,1066.41,1105.66,1158.4,1250.51,1365.9,1482.53,1575.93,1603.87,1646.57,1841.25,2038.21
"644","Sędziejowice (2)",403,454,529,563,583.18,731.6,1116.05,732.78,792.26,935.04,1027.02,1129.79,1327.09,1252.59,1293.65,1316.34,1674.58,1613.1
"645","Widawa (2)",463,462,478,543,493.38,577.81,652.68,583.66,622.44,883.29,1045.29,1065.77,1061.07,1054.26,1201.04,1382.45,1643.86,1902.81
"646","Wodzierady (2)",529,559,703,764,733.49,876.03,1023.66,1071.86,1223.7,1050.32,1184.93,1279.64,1560.22,1628.98,1636.82,1697.26,1948.7,2305.74
"647","Łęczyca (1)",703,854,1001,1168,1185.02,1205.64,1851.53,1521.32,1562.99,1516.78,1618.51,1685.8,1868.82,1869.82,1978.19,2017.23,2264.33,2630.04
"648","Daszyna (2)",422,443,452,497,509.49,599.46,671.01,690.86,972.72,816.84,1102.76,1331.38,2440.43,1403.8,1507.98,2217.86,6035.33,4543.22
"649","Góra Świętej Małgorzaty (2)",401,375,410,427,424.73,544.06,477.44,473.5,534.42,631.78,813,848.59,936.71,1020.27,1040.99,1106.54,1316.4,1546.99
"650","Grabów (2)",379,447,467,500,468.48,501.96,669.22,573.33,600.77,922.72,1070.66,958.18,951.43,977.92,1354.76,1337.72,1248.56,1441.64
"651","Łęczyca (2)",389,407,475,608,648.77,605.4,756.12,858.41,750.09,743.73,836.44,1047.87,1148.93,1063.28,1170.17,1295.74,1539.28,2444.66
"652","Piątek (2)",351,371,439,419,455.08,518.5,637.5,516.68,571.62,802.51,721.76,842.41,901.99,924.58,986.63,1056.57,1203.95,1729.57
"653","Świnice Warckie (2)",319,309,345,453,423.62,539.52,573.5,463.34,498.63,601.99,699.33,704.62,942.98,1049.75,955.13,1017.99,1111.64,1713.69
"654","Witonia (2)",462,478,558,524,616.53,613.25,735.41,684.8,684.97,800.83,912.56,979.87,1190.07,1395.29,1308.7,1145.06,1283.88,1651.38
"655","Łowicz (1)",781,759,943,982,1059.08,1397.26,1656.13,1516.39,1574.48,1620.79,1845.03,1782.34,2025.15,2087.43,2199.17,2259.67,2456.58,2784.31
"656","Bielawy (2)",359,384,399,438,488.06,553.81,706.53,637.03,650.49,742.36,1024.04,824.69,1078.46,1313.57,1049.13,1191.54,1498.02,1505.3
"657","Chąśno (2)",336,349,337,345,382.47,394.04,458.52,449.91,526.32,983.56,759.2,768.44,1095.1,972.65,979.3,1088.85,1264.56,1665.04
"658","Domaniewice (2)",372,431,474,527,616.77,691.58,703.04,745.49,757.51,837.07,1008.37,921.82,1167.39,1217.23,1220.98,1331.35,1468.76,1645.65
"659","Kiernozia (2)",478,526,541,563,574.8,661.92,1326.06,661.83,689.34,1333.21,817.58,998.59,1867.04,1125.27,1133.83,1184.53,1277.92,1797.11
"660","Kocierzew Południowy (2)",314,276,293,314,344.59,403.41,400.06,370.77,416.43,475.95,580.47,595.89,639.79,717.06,691.78,801.08,842.39,1244.33
"661","Łowicz (2)",423,496,516,621,649.58,751.55,840.76,777.59,956.12,913.1,1313.32,1167.65,1398.34,1847.41,1277.92,1346.04,1571.69,1932.55
"662","Łyszkowice (2)",434,486,575,621,664.32,760.1,969.11,904.04,1085.19,1091.64,1262.32,1286.19,1271.11,1446.44,1442.87,1629.77,1711.07,1996.41
"663","Nieborów (2)",400,403,446,482,531.09,656.28,734.53,723.12,1106.92,833.1,1013.36,1097.62,1325.12,1283.73,1280.97,1384.97,1591.54,2064.03
"664","Zduny (2)",448,451,533,545,587.57,641.05,685.08,667.7,763.75,804.41,749.31,877.02,1418.44,1407.78,1118.69,1166.15,1467.97,1660.94
"665","Andrespol (2)",553,552,603,666,840.37,1630.99,1297.85,1365.35,1291.82,1356.9,1200.92,1364.36,1444.97,1497.73,1735.66,1731.54,1968.26,2339.1
"666","Brójce (2)",760,738,855,1217,1336.66,1430.53,1088.57,1296.5,1218.12,1225.65,1408.45,1678.09,1571.06,1698.84,1916.21,1825.15,2506.94,2495.64
"667","Koluszki (3)",712,722,724,931,942.64,1203.8,1180.54,1238.52,1196.72,1365.22,1389.58,1509.94,1821.57,1710.59,2052.96,1960.62,2401.12,2348.71
"668","Nowosolna (2)",996,958,904,1083,1325.08,1624.81,2064.45,1929.27,2476.95,2725.45,2191.63,2571.92,2985.5,2760.59,2841.75,3611.38,3753.52,4047.64
"671","Tuszyn (3)",1770,1790,1850,1841,1793.91,1843.73,1916.73,1786.96,1805.79,1919.59,1871,1957.86,2071.19,2048.54,2142.51,2430.15,2512.91,2885.63
"672","Białaczów (2)",323,302,321,386,367.57,458.42,572.78,599.7,479.52,639.63,608.46,720.1,801.77,806.09,853.7,960.38,1040.36,1182.7
"673","Drzewica (3)",406,369,339,355,383.83,470.31,524.59,523.85,563.18,554.13,616.29,683.27,698.34,754.84,894.98,891.06,1007.6,1297.19
"674","Mniszków (2)",468,466,458,522,490.22,562.18,738.26,818.41,1720.1,1562.03,1458.17,1056.07,1268.48,1995.76,1208.05,1443.43,1587.88,1438.79
"675","Opoczno (3)",695,750,798,965,831.18,1030.3,1125.98,1021.1,1071.31,1098.07,1073.32,1255.95,1395.05,1432.58,1434.79,1519.57,1719.88,1900.91
"676","Paradyż (2)",373,391,397,429,453.45,506.7,775.22,642.72,572.56,762.77,961.21,1412.84,1376.79,1242.13,1132.79,1175.98,1264.71,1634.75
"677","Poświętne (2)",270,288,305,363,411.29,479.07,489.68,434.67,433.03,514.32,552.22,624.26,784.94,900.44,980.18,1026.41,1134.82,1224.1
"678","Sławno (2)",430,383,435,497,561.03,633.23,1040.29,830.7,835.76,1052.16,994.29,1103.91,1367.13,1329.58,1451.92,1558.1,1528.43,1865.94
"679","Żarnów (2)",384,381,437,442,520.74,527.37,595,636.61,1056.19,576.27,637.99,738.51,771.12,859.81,959.77,976.23,1083.64,1369.13
"680","Konstantynów Łódzki (1)",611,655,750,823,907.16,1076.62,1544.35,1826.76,1489.2,1615.09,1554.46,1645.94,1881.67,1978.68,2242.97,2433.45,2754.57,2808.76
"681","Pabianice (1)",574,622,724,801,861.79,1040.98,1305.93,1090.22,1177.42,1420.16,1460.73,1573.8,1781.57,1868.72,1927.49,1990.99,2209.47,2425.2
"682","Dłutów (2)",440,385,427,493,546.76,755.79,809.63,750.3,742.82,854.88,935.84,1035.32,1170.19,1363.26,1258.63,1587.67,1524.05,2144.95
"683","Dobroń (2)",547,567,678,723,831.57,1102.46,1151.87,1347.62,1362.94,1362.76,1445.26,1678,1933.56,1850.56,1875.48,2052.58,2312.05,2264.96
"684","Ksawerów (2)",858,872,1006,1164,1283.99,1339.84,1872.16,1420.78,2155.91,1777.93,1973.71,1876.94,2503.63,2729.57,2798.43,3103.6,3320.54,3813.84
"685","Lutomiersk (2)",634,592,628,689,740.88,979.62,1199.56,1079.57,1058.16,1196.18,1262.85,1346.55,2137.53,1574.19,1678.04,1686.36,1958.5,2278.11
"686","Pabianice (2)",1244,1346,1532,1532,1487.38,1446.37,1970.41,2024.49,2309.43,2638.91,3185.46,2894.38,2963.37,3128.77,3128.38,3074.73,3369.4,3849.31
"687","Działoszyn (3)",929,957,894,950,1060.07,1150.61,1366.83,1398.75,1356.6,1606.03,1714.3,1865.81,1965.34,2152.94,2354.16,2466.08,2716.01,2745.31
"688","Kiełczygłów (2)",280,272,313,390,418.12,447,563.66,541.27,623.39,553.74,791.16,1013.72,953.29,1482.65,1387.95,1431.27,1638.86,1871.11
"689","Nowa Brzeźnica (2)",289,278,334,388,453.73,505.89,656.03,576.76,689.51,814.83,770.02,845.84,918.17,1063.68,1117.33,1152.02,1258.59,1558.22
"690","Pajęczno (3)",551,578,641,726,753.73,861.72,1030.15,1034.94,1176.42,1224.13,1289.21,1331.7,1435.62,1455.19,1453.45,1505.59,1733.41,2021.81
"691","Rząśnia (2)",1297,1433,1926,2158,2770.11,2796.38,3133.42,3307.67,3864.61,4525.09,5067.54,5362.39,7350.9,8190.58,8957.52,8647.45,10226.46,9998.69
"692","Siemkowice (2)",288,290,318,372,405.74,458.13,564.95,482.27,499.55,575.36,672.59,718.9,823.98,921.43,1157.06,1301.19,1565.23,1963.45
"693","Strzelce Wielkie (2)",240,255,268,288,393.46,531.11,572.38,541.01,1652.14,675.39,725.44,943.33,895.99,1932.07,1108.41,1198.23,1318.7,1815.56
"694","Sulmierzyce (2)",477,491,586,690,827.93,937.82,1183.84,1156.45,1491.72,1835.23,2167.48,3318.06,3659.41,4880.29,4547.27,4760.77,5626.25,6185.22
"695","Aleksandrów (2)",220,242,277,282,342.09,371.73,780.05,401.43,647.02,515.52,818.47,1170.42,682.54,878.12,796.95,920.53,942.72,1040.92
"696","Czarnocin (2)",509,599,554,631,657.29,960.76,1054.77,1254.66,898.82,1005.78,985.59,1123.26,1340.13,1403.57,1380.58,1485.52,1514.98,1937.81
"697","Gorzkowice (2)",425,454,450,574,607.68,728.89,1280.93,839.65,998.61,901.75,986.4,1019.2,1225.37,1245.29,1390.24,1446.2,1778.7,1872.07
"698","Grabica (2)",531,505,571,623,1138.33,832.77,987.77,957.98,1093.8,1286.17,1348.47,1492.18,1614.02,1632.59,1747.17,1849.31,2230.85,2707.94
"699","Łęki Szlacheckie (2)",297,291,316,343,364.98,477.33,565.55,596.66,494.63,604.5,962.99,746.27,791.65,891.25,886.87,997.99,1202.16,1055.45
"700","Moszczenica (2)",409,470,522,877,759.1,874.02,1001.17,1015.87,1047.08,1062.26,1177.72,1244.98,1329.27,1597.93,1534.87,1654.52,1729.09,1912.54
"701","Ręczno (2)",332,301,323,392,417.3,483.87,574.88,612.57,557.03,604.53,675.75,806.65,836.92,896.24,902.06,949.45,1149.77,1214.24
